freya stark
wilfred thesiger
richard attenborough
john boorman
charlie chaplin
alan clarke
mike figgis
lewis gilbert
david hare
alfred hitchcock
peter howitt
humphrey jennings
stan laurel
david lean
mike leigh
ken loach
nick love
anthony minghella
mike newell
christopher nolan
nick park
michael powell
guy ritchie
ken russell
ridley scott
tony scott
william camden
edward gibbon
richard holmes 
sir peter leycester
george ormerod
nicholas rodger
john speed
a.j.p. taylor
chris addison
chesney allen
stephen k. amos
rowan atkinson
richard ayoade
ronnie barker
sacha baron cohen
julian barratt
matt berry
john bird
jo brand
charlie brooker
adam buxton
roy 'chubby' brown
alan carr
jimmy carr
jasper carrott
graham chapman
john cleese
steve coogan
peter cook
tommy cooper
barry cryer
jon culshaw
jim davidson
les dawson
angus deayton
hugh dennis
ken dodd
ade edmondson
jo enright
lee evans
noel fielding
bud flanagan
john fortune
dawn french
stephen fry
ricky gervais
dave gorman
tony hancock
jeremy hardy
miranda hart
richard herring
lenny henry
matthew holness
russell howard
lee hurst
eric idle
robin ince
eddie izzard
russell kane
peter kay
hugh laurie
stewart lee
alice lowe
matt lucas
lee mack
bernard manning
rik mayall
alistair mcgowan
rory mcgrath
paddy mcguinness
stephen merchant
paul merton
sarah millican
david mitchell
bob monkhouse
eric morecambe
chris morris
bob mortimer
frank muir
al murray
denis norden
john oliver
michael palin
andy parsons
sue perkins
lucy porter
jan ravens
vic reeves
mike reid
jennifer saunders
peter sellers
frank skinner
arthur smith
freddie starr
tracey ullman
tim vine
david walliams
holly walsh
robert webb
jack whitehall
norman wisdom
ernie wise
richard arkwright
timothy berners-lee
world wide web
henry bessemer
bessemer process
hubert cecil booth
joseph bramah
henry cavendish
christopher cockerell
william congreve
henry croft
industrial revolution
abraham darby
james dyson
benjamin huntsman
james hargreaves
sir john harington
john harrison
rowland hill
archibald low
thomas newcomen
isaac newton
james starley
george stephenson
joseph wilson swan
charles wheatstone
frank whittle
joseph whitworth
mark austin
reginald bosanquet
michael buerk
alastair burnet
edward chattaway
the star
jill dando
robin day
katie derham
peter donaldson
julie etchingham
anna ford
andrew gardner
krishnan guru-murthy
nina hossain
natasha kaplinsky
mary nightingale
jeremy paxman
sophie raworth
angela rippon
peter sissons
jon snow
alastair stewart
moira stuart
john adams 
harold alexander
jeffrey amherst
george anson
claude auchinleck
reginald bacon
robert baden-powell
douglas bader
ralph bagnold
alexander john ball
john benbow
george charles bingham
william riddell birdwood
second world war
robert blake
royal navy
william bligh
sir john borlase warren
philip broke
james thomas brudenell
light brigade
richard francis burton
freddie spencer chapman
leonard cheshire
john churchill
winston churchill
charles clerke
james cook
sir george cockburn
john cooke 
hms bellerophon
cuthbert collingwood
charles cornwallis
henry seymour conway
oliver cromwell
lord protector
miles dempsey
francis drake
sir john duckworth
bruce fraser
prince frederick
george iii
french revolutionary
napoleonic wars
john french
prince george
charles george gordon
sir thomas hardy
hms victory
arthur travers harris
edward hawke
john hawkwood
eliab harvey
hms temeraire
samuel hood
brian horrocks
william hoste
john howard 
pegasus bridge
operation deadstick
richard howe
william howe
american revolutionary war
john jellicoe
roger keyes
horatio kitchener
lofty large
john ligonier
trafford leigh mallory
john manners
william mcmurdo
andy mcnab
special air service
bravo two zero
gulf war
samuel mitchell 
george monck
bernard law montgomery
louis mountbatten
horatio nelson
john norreys
augustus charles newman
henry william paget
napoleonic wars
basil charles godfrey place
sir william parker
arthur phillip
first fleetinto
dudley pound
bertram ramsay
bernard rawlings
frederick roberts
sir william robertson
frederick john robinson
chris ryan
siegfried sassoon
charles saunders 
william slim
sir sidney smith
horace smith-dorrien
fitzroy somerset
james somerville
bill speakman
richard strachan
henry tandey
james brian tait
hugh trenchard
sir thomas troubridge
reginald tyrwhitt
harwich force
george vancouver
philip vian
archibald percival wavell
prince william augustus
jane whorwood
john woodhouse 
james wolfe
seven years' war
queen anne
charles i
charles ii
edward i
edward ii
edward iii
edward iv
edward v
edward vi
elizabeth i
harold godwinson
harold harefoot
henry i
henry iii
henry iv
henry v
henry vi
henry vii
henry viii
roman catholic
james ii
lady jane grey
king john
mary i
roman catholic
mary ii
third crusade
richard ii
richard iii
william i
william ii
william iii
stuart adamson
big country
florence welch
thomas ad€—s
damon albarn
graham coxon
john alldis
lily allen
tinie tempah
david arnold
james bond
ed sheeran
malcolm arnold
rick astley
alexander baillie
bryan balkwill
john barbirolli
gary barlow
take that
george formby
syd barrett
pink floyd
victoria beckham
david bedford
natasha bedingfield
thomas beecham
matthew bellamy
lisa beznosiuk
acker bilk
roger birnstingl
harrison birtwistle
cilla black
james blunt
john bonham
tim booth
adrian boult
james bourne
david bowie
william boyce
billy bragg
havergal brian
sarah brightman
benjamin britten
justin broadrick
kate bush
bilinda butcher
my bloody valentine
william byrd
justin chancellor
eric clapton
adam clayton
imogen cooper
cheryl cole
phil collins
ian curtis
joy division
roger daltrey
the who
peter maxwell davies
andrew davis
colin davis
norman del mar
frederick delius
dido 
pete doherty
the libertines
peter donohoe
john dowland
john dunstaple
ian dury
the blockheads
edward elgar
john entwistle
marianne faithfull
gerald finzi
lita ford
peter gabriel
genesis 
noel gallagher
debbie googe
my bloody valentine
pete burns
orlando gibbons
ron goodwin
ellie goulding
bella hardy
dhani harrison
george harrison
george harrison
the beatles
pj harvey
anthony hewitt
gustav holst
dominic howard
saul hudson
guns n' roses
slash's snakepit
velvet revolver
john ireland
robert irving
jessie j
mick jagger
the rolling stones
elton john
brian johnson
brian jones
the rolling stones
davy jones
the monkees
john paul jones
nigel kennedy
thea king
adrian lambert
jen ledger
albert lee
john lennon
the beatles
leona lewis
andrew lloyd webber
cher lloyd
pixie lott
chris lowe
pet shop boys
paul mccartney
the beatles
chris martin
keith moon
thomas morley
gareth morris
the smiths
olivia newton-john
zayn malik
one direction
liam payne
one direction
harry styles
one direction
louis tomlinson
one direction
john ogdon
mike oldfield
ozzy osbourne
black sabbath
ozzy osbourne
jimmy page
hubert parry
peter pears
robert plant
led zeppelin
anthony pleeth
stephen preston
henry purcell
simon rattle
martin roscoe
malcolm sargent
zak starkey
ringo starr
the beatles
crispin steele-perkins
rod stewart
joss stone
joe strummer
the clash
bernard sumner
new order
connie talbot
thomas tallis
benson taylor
neil tennant
pet shop boys
lionel tertis
frederick thurston
michael tippett
pete townshend
ralph vaughan williams
ricky walters
slick rick
william walton
roger waters
pink floyd
thomas weelkes
john wilbye
steven wilson
porcupine tree
cliff williams
robbie williams
amy winehouse
christopher wolstenholme
henry wood
marvin young
young mc
thom yorke
tony iommi
black sabbath
john simon ritchie
sex pistols
donald adamson
g. e. m. anscombe
a. j. ayer
francis bacon
roger bacon
jeremy bentham
r. m. hare
h. l. a. hart
thomas hobbes
william godwin
john locke
john stuart mill
g. e. moore
herbert spencer
thomas paine
derek parfit
gilbert ryle
bertrand russell
henry sidgwick
peter strawson
william whewell
alfred north whitehead
bernard williams
david bailey
emma barton
cecil beaton
john blakemore
samuel bourne
larry burrows
george davison
terence donovan
brian duffy
frederick h. evans
roger fenton
john french
francis frith
peter wickens fry
bert hardy
alfred horsley hinton
don mccullin
eadweard muybridge
horace nicholls
tony ray-jones
henry peach robinson
george rodger
francis meadow sutcliffe
william henry fox talbot
h. h. asquith
clement attlee
stanley baldwin
ernest bevin
tony benn
tony blair
margaret bondfield
john bright
george canning
barbara castle
austen chamberlain
joseph chamberlain
neville chamberlain
lord randolph churchill
winston churchill
kenneth clarke
stafford cripps
george nathaniel curzon
archibald dalzel
gold coast
william cavendish
spencer compton cavendish
edward smith-stanley
edward henry stanley
benjamin disraeli
alec douglas-home
anthony eden
hugh gaitskell
william ewart gladstone
augustus henry fitzroy
michael foot
henry bartle frere
hugh gaitskell
granville george leveson-gower
george grenville
william wyndham grenville
charles grey
william hague
denis healey
edward heath
boris johnson
john wodehouse
george lansbury
nigel lawson
john leland
robert banks jenkinson
john lubbock
harold macmillan
john major
reginald maudling
herbert morrison
william lamb
thomas pelham-holles
frederick north
robert peel
henry john temple
thomas townshend
henry pelham
spencer perceval
william pitt 
william cavendish-bentinck
enoch powell
cecil rhodes
frederick john robinson
charles watson-wentworth
john russell
michael hicks-beach
robert arthur talbot gascoyne-cecil
henry addington
john simon
philip snowden
margaret thatcher
robert walpole
william wilberforce
shirley williams
henry willink
spencer compton
harold wilson
arthur aikin
nathan alcock
charles babbage
joseph banks
isaac barrow
thomas bayes
tim berners-lee
patrick maynard stuart blackett
george boole
robert boyle
richard bright
bright's disease
henry brunner
henry cavendish
george cayley
frank close
brian cox
francis crick
john dalton
charles darwin
richard dawkins
henry deacon
paul dirac
horace donisthorpe
arthur eddington
michael faraday
ronald fisher
rosalind franklin
j. b. s. haldane
james hargreaves
stephen hawking
oliver heaviside
john herschel
peter higgs
c. a. r. hoare
robert hooke
edward jenner
r. v. jones
james prescott joule
joseph lister
bernard lovell
james lovelock
martin lowry
john william lubbock
sir charles lyell
john maynard smith
john mcclellan
robert mond
desmond morris
roger needham
isaac newton
william penney
roger penrose
joseph prestwich
joseph priestley
martin rees
adam sedgwick
john snow
joseph wilson swan
george paget thomson
j. j. thomson
henry tizard
alan turing
alfred russel wallace
alfred north whitehead
maurice vincent wilkes
james h. wilkinson
william hyde wollaston
thomas young
barney aaron
harold abrahams
sidney abrahams
chris adams
neil adams
chris adams
tony adams
simon andrews 
jo ankier
alan ball
gordon banks
roger bannister
lord frederick beauclerk
david beckham
wade barrett
jack kid berg
richard bergmann
andrulla blanchette
chris bonington
ian botham
mark bott
geoffrey boycott
eric bristow
tony brooks
paul burchill
jenson button
angela buxton
althea gibson
bobby charlton
jack charlton
francis chichester
don cockell
george cohen
paul collingwood
peter collins
henry cooper
lisa cross
lawrence dallaglio
tom daley
laura davies
steve davis
world snooker champion
matt dawson
john deacon
christopher dean
percy down
jonathan edwards
godfrey evans
percy fender
james figg
bob fitzsimmons
andrew flintoff
c b fry
paul gascoigne
steven gerrard
graham gooch
pete goss
w g grace
jimmy greaves
will greenwood
naseem hamed
lewis hamilton
ricky hatton
mike hawthorn
david haye
johnny haynes
emile heskey
damon hill
graham hill
jimmy hill
jack hobbs
glenn hoddle
leslie housden
john howell
james hunt
geoff hurst
nasser hussain
len hutton
e.j. 'john' jackett
joe jacobson
oldham athletic
peter jaffe
allan jay
martin johnson
trish johnson
amir khan
frank lampard
dougie lampkin
mark lazarus
jason leonard
edward lawrence levy
ted kid lewis
lennox lewis
josh lewsey
gary lineker
dar lyon
ellen macarthur
george mallory
nigel mansell
terry marsh
darren matthews
stanley matthews
daniel mendoza
gordon miller
alan minter
bobby moore
stirling moss
alfred mynn
andy murray
gary neville
phil neville
alison nicholas
ronnie o'sullivan
michael owen
rachel parish
bob paisley
european cup
liverpool f.c.
michael park
john parrott
fred perry
martin peters
kevin pietersen
daniel prenn
stephanie proud
samuel rabin
paula radcliffe
john raphael
steve redgrave
william regal
gordon richards
sir bobby robson
wayne rooney
paul scholes
alan shearer
teddy sheringham
kelly simm
davey boy smith
nobby stiles
andrew stoddart
karen stupples
laurie taitt
phil taylor
john terry
joanna thomas
jayne torvill
marcus trescothick
fred trueman
phil tufnell
randolph turpin
michael vaughan
virginia wade
frank warren
dan wheldon
jimmy white
sir william wavell wakefield
jonny wilkinson
justin wilson
billy wright
douglas adams
rachel ashwell
edward betts
thomas brassey
capability brown
william caxton
donald campbell
malcolm campbell
sir john chesshyre
grace darling
william emes
elizabeth fry
peter molyneux
thomas grissell
hilda hewlett
ebenezer howard
edward kemp
gideon lester
joshua a. norton
samuel morton peto
wat tyler
william wakefield
richard walker 
sarah elizabeth wardroper
harriet shaw weaver
joseph williamson
philip yates
edward medal
john alden
george alsop
anthony aston
charlie chaplin
alistair cooke
cary grant
bob hope
stephen hough
thomas paine
roman britain
anglo-saxon england
angevin empire
english renaissance
english reformation
civil war
the blitz
middle ages
the football association
rugby football league
rugby football union
royal standards
royal supporters
st. george
st george's day
tudor rose
